ID,2022_Value,ActivityMetric,AMKEY,group,query,Value
489_X_Distell,0.0,"Total volume of water consumed (kilolitres, or Kl) – new purchases and/or abstractions (excluding recycled water used)",,Distell,"Total volume of water consumed (kilolitres, or Kl) – new purchases and/or abstractions (excluding recycled water used) in Distell company in the year ",2258.753
489_X_Impala,0.0,Total water used (water consumption),,Impala,Total water used (water consumption) in Impala company in the year ,0.0
489_X_Oceana1&2,0.0,WATER CONSUMPTION (KILOLITRES) PER DIVISION,,Oceana1&2,WATER CONSUMPTION (KILOLITRES) PER DIVISION in Oceana1&2 company in the year ,369.744
489_X_Sasol,0.0,Total water use (thousand cubic meters),,Sasol,Total water use (thousand cubic meters) in Sasol company in the year ,114.1
489_X_Ssw,0.0,Water used,,Ssw,Water used in Ssw company in the year ,102665.0
489_X_Tongaat,0.0,Net volume of water consumed,,Tongaat,Net volume of water consumed in Tongaat company in the year ,0.0
490_X_Absa,0.0,Non-renewable – Diesel (kWh),,Absa,Non-renewable – Diesel (kWh) in Absa company in the year ,157530491.0
49_X_Absa,0.0,B-BBEE level (South Africa),,Absa,B-BBEE level (South Africa) in Absa company in the year ,1.0
49_X_Distell,0.0,B-BBEE level,,Distell,B-BBEE level in Distell company in the year ,3.0
49_X_Oceana1&2,0.0,B-BBEE level achieved,,Oceana1&2,B-BBEE level achieved in Oceana1&2 company in the year ,1.0
49_X_Sasol,0.0,B-BBEE verification certificate,,Sasol,B-BBEE verification certificate in Sasol company in the year ,3.0
49_X_Tongaat,0.0,B-BBEE Level,,Tongaat,B-BBEE Level in Tongaat company in the year ,0.0
500_X_Absa,0.0,Total hours for programmes accessed (m),,Absa,Total hours for programmes accessed (m) in Absa company in the year ,1701663.8
500_X_Distell,0.0,Total number of person hours worked (PHW) – calculated,,Distell,Total number of person hours worked (PHW) – calculated in Distell company in the year ,8406816.0
500_X_Oceana1&2,0.0,Total training hours ,,Oceana1&2,Total training hours  in Oceana1&2 company in the year ,0.0
500_X_Tongaat,0.0,Total number of training hours,,Tongaat,Total number of training hours in Tongaat company in the year ,0.0
502_X_Impala,0.0,Rehabilitation provisions,,Impala,Rehabilitation provisions in Impala company in the year ,3860000000.0
506_X_Absa,0.0,Total weighted spend with B-BBEE-accredited suppliers (Rbn),,Absa,Total weighted spend with B-BBEE-accredited suppliers (Rbn) in Absa company in the year ,17300000000.0
506_X_Oceana1&2,0.0,B-BBEE compliant suppliers,,Oceana1&2,B-BBEE compliant suppliers in Oceana1&2 company in the year ,0.0
506_X_Sasol,0.0,B-BBEE (RSA only) - Black-owned spend,,Sasol,B-BBEE (RSA only) - Black-owned spend in Sasol company in the year ,41700000000.0
506_X_Ssw,0.0,Total BEE procurement spend,,Ssw,Total BEE procurement spend in Ssw company in the year ,35666000000.0
508_X_Absa,0.0,Non-renewable – Electricity (kWh),,Absa,Non-renewable – Electricity (kWh) in Absa company in the year ,20069.0
508_X_Distell,0.0,Total volume of electricity Consumed (MWh) – purchased + self-generated,,Distell,Total volume of electricity Consumed (MWh) – purchased + self-generated in Distell company in the year ,965.0
508_X_Impala,0.0,Group material consumption Electricity,,Impala,Group material consumption Electricity in Impala company in the year ,3413.0
508_X_Oceana1&2,0.0,Electricity purchased (renewable and non-renewable) (MWh),,Oceana1&2,Electricity purchased (renewable and non-renewable) (MWh) in Oceana1&2 company in the year ,56442.0
508_X_Ssw,0.0,Electricity consumed,,Ssw,Electricity consumed in Ssw company in the year ,10400000.0
508_X_Tongaat,0.0,Volume of electricity consumed – purchased and self-generated,,Tongaat,Volume of electricity consumed – purchased and self-generated in Tongaat company in the year ,0.0
511_X_Absa,0.0,Employee bursaries (number of bursaries),,Absa,Employee bursaries (number of bursaries) in Absa company in the year ,1701.0
511_X_Sasol,0.0,Undergraduate and postgraduate bursars,,Sasol,Undergraduate and postgraduate bursars in Sasol company in the year ,544.0
513_X_Sasol,0.0,Chronic obstructive airway disease (COAD),,Sasol,Chronic obstructive airway disease (COAD) in Sasol company in the year ,5.0
513_X_Ssw,0.0,Chronic obstructive pulmonary disease,,Ssw,Chronic obstructive pulmonary disease in Ssw company in the year ,32.0
517_X_Impala,0.0,Non-permanent employees,,Impala,Non-permanent employees in Impala company in the year ,0.0
517_X_Oceana1&2,0.0,Indirect employees,,Oceana1&2,Indirect employees in Oceana1&2 company in the year ,1533.0
517_X_Sasol,0.0,Non-permanent employees,,Sasol,Non-permanent employees in Sasol company in the year ,416.0
517_X_Tongaat,0.0,Number of contractor (vendors) employees (full time equivalent*),,Tongaat,Number of contractor (vendors) employees (full time equivalent*) in Tongaat company in the year ,0.0
523_X_Absa,0.0,Total number of employees,,Absa,Total number of employees in Absa company in the year ,35451.0
523_X_Distell,0.0,Total number of employees,,Distell,Total number of employees in Distell company in the year ,4609.0
523_X_Impala,0.0,Total permanent employees,,Impala,Total permanent employees in Impala company in the year ,0.0
523_X_Oceana1&2,0.0,Direct employees,,Oceana1&2,Direct employees in Oceana1&2 company in the year ,0.0
523_X_Sasol,0.0,Permanent employees,,Sasol,Permanent employees in Sasol company in the year ,28657.0
523_X_Ssw,0.0,No. of employees including contractors – total,,Ssw,No. of employees including contractors – total in Ssw company in the year ,59501.0
523_X_Tongaat,0.0,Number of employees (full time equivalent),,Tongaat,Number of employees (full time equivalent) in Tongaat company in the year ,0.0
523_X_Uct1&2,0.0,Staff,,Uct1&2,Staff in Uct1&2 company in the year ,
52_X_Absa,0.0,Board meeting attendance (%),,Absa,Board meeting attendance (%) in Absa company in the year ,97.0
52_X_Distell,0.0,Overall board and committee meeting attendance,,Distell,Overall board and committee meeting attendance in Distell company in the year ,93.7
52_X_Tongaat,0.0,Overall Board and Committee meeting attendance,,Tongaat,Overall Board and Committee meeting attendance in Tongaat company in the year ,0.0
532_X_Impala,0.0,employee,,Impala,employee in Impala company in the year ,0.0
533_X_Impala,0.0,Employee hours worked,,Impala,Employee hours worked in Impala company in the year ,
533_X_Oceana1&2,0.0,Total number of person hours worked,,Oceana1&2,Total number of person hours worked in Oceana1&2 company in the year ,0.0
533_X_Sasol,0.0,Total number of person hours worked (million),,Sasol,Total number of person hours worked (million) in Sasol company in the year ,146700000.0
533_X_Tongaat,0.0,Number of person hours worked – employees and contractors,,Tongaat,Number of person hours worked – employees and contractors in Tongaat company in the year ,0.0
53_X_Absa,0.0,Average age 40-49 years,,Absa,Average age 40-49 years in Absa company in the year ,0.0
53_X_Ssw,0.0,younger than 50,,Ssw,younger than 50 in Ssw company in the year ,0.0
54_X_Absa,0.0,Average age 50+,,Absa,Average age 50+ in Absa company in the year ,12.0
54_X_Ssw,0.0,between 50 and 60 + older than 60,,Ssw,between 50 and 60 + older than 60 in Ssw company in the year ,0.0
550_X_Sasol,0.0,Noise-induced hearing loss,,Sasol,Noise-induced hearing loss in Sasol company in the year ,264.0
550_X_Ssw,0.0,Noise-induced hearing loss (NIHL),,Ssw,Noise-induced hearing loss (NIHL) in Ssw company in the year ,
550_X_Tongaat,0.0,New cases of NIHL* – employees and contractors,,Tongaat,New cases of NIHL* – employees and contractors in Tongaat company in the year ,0.0
554_X_Absa,0.0,Learnerships – to unemployed / Learnerships – to individuals with disabilities / Internships,,Absa,Learnerships – to unemployed / Learnerships – to individuals with disabilities / Internships in Absa company in the year ,0.0
555_X_Tongaat,0.0,Number of registered patents,,Tongaat,Number of registered patents in Tongaat company in the year ,0.0
564_X_Ssw,0.0,Silicosis,,Ssw,Silicosis in Ssw company in the year ,
572_X_Impala,0.0,Group material consumption - Petrol,,Impala,Group material consumption - Petrol in Impala company in the year ,0.219
573_X_Tongaat,0.0,Water discharged (scheduled and/or non-scheduled effluent and/ or overflows) – total,,Tongaat,Water discharged (scheduled and/or non-scheduled effluent and/ or overflows) – total in Tongaat company in the year ,0.0
574_X_Sasol,0.0,Potable water (thousand cubic meters),,Sasol,Potable water (thousand cubic meters) in Sasol company in the year ,11.3
575_X_Absa,0.0,Total procurement spend in South Africa (Rbn),,Absa,Total procurement spend in South Africa (Rbn) in Absa company in the year ,19500000000.0
575_X_Sasol,0.0,Preferential procurement from all suppliers,,Sasol,Preferential procurement from all suppliers in Sasol company in the year ,0.0
579_X_Impala,0.0,TIFR,,Impala,TIFR in Impala company in the year ,
585_X_Ssw,0.0,Social and labour plan (SLP) projects,,Ssw,Social and labour plan (SLP) projects in Ssw company in the year ,
587_X_Distell,0.0,"Rand value of CSI/SED spend on basic needs and social development, including nutrition and/or feeding programmes",,Distell,"Rand value of CSI/SED spend on basic needs and social development, including nutrition and/or feeding programmes in Distell company in the year ",
587_X_Oceana1&2,0.0,Welfare,,Oceana1&2,Welfare in Oceana1&2 company in the year ,
587_X_Tongaat,0.0,"CSI/SED spend on health, including HIV/AIDS",,Tongaat,"CSI/SED spend on health, including HIV/AIDS in Tongaat company in the year ",
592_X_Oceana1&2,0.0,Community development,,Oceana1&2,Community development in Oceana1&2 company in the year ,
595_X_Tongaat,0.0,Investments in projects to improve waste efficiency,,Tongaat,Investments in projects to improve waste efficiency in Tongaat company in the year ,
602_X_Impala,0.0,Current estimate of future rehabilitation costs,,Impala,Current estimate of future rehabilitation costs in Impala company in the year ,
602_X_Ssw,0.0,Gross rehabilitation liabilities,,Ssw,Gross rehabilitation liabilities in Ssw company in the year ,
607_X_Ssw,0.0,Total socioeconomic development (SED),,Ssw,Total socioeconomic development (SED) in Ssw company in the year ,
607_X_Tongaat,0.0,"CSI/SED spend on basic needs and social development, including nutrition and/or feeding programmes",,Tongaat,"CSI/SED spend on basic needs and social development, including nutrition and/or feeding programmes in Tongaat company in the year ",
609_X_Oceana1&2,0.0,TRAINING SPEND - Bursaries,,Oceana1&2,TRAINING SPEND - Bursaries in Oceana1&2 company in the year ,
609_X_Sasol,0.0,Investment in bursary scheme (R million),,Sasol,Investment in bursary scheme (R million) in Sasol company in the year ,
622_X_Oceana1&2,0.0,Food Security (Covid Relief),,Oceana1&2,Food Security (Covid Relief) in Oceana1&2 company in the year ,
622_X_Tongaat,0.0,"Rand value of investments in COVID-19 avoidance, mitigation and treatment",,Tongaat,"Rand value of investments in COVID-19 avoidance, mitigation and treatment in Tongaat company in the year ",
627_X_Tongaat,0.0,Investments in projects to improve energy efficiency,,Tongaat,Investments in projects to improve energy efficiency in Tongaat company in the year ,
630_X_Tongaat,0.0,Cost of ART**,,Tongaat,Cost of ART** in Tongaat company in the year ,
639_X_Tongaat,0.0,Investments in projects to improve water efficiency,,Tongaat,Investments in projects to improve water efficiency in Tongaat company in the year ,
678_X_Ssw,0.0,Total mineral waste,,Ssw,Total mineral waste in Ssw company in the year ,
67_X_Uct1&2,0.0,Depreciation,,Uct1&2,Depreciation in Uct1&2 company in the year ,
698_X_Impala,0.0,Mineral waste - Accumulated tailings,,Impala,Mineral waste - Accumulated tailings in Impala company in the year ,
704_X_Impala,0.0,Mineral waste - Accumulated waste rock (on surface),,Impala,Mineral waste - Accumulated waste rock (on surface) in Impala company in the year ,
732_X_Absa,0.0,Employee turnover,,Absa,Employee turnover in Absa company in the year ,
732_X_Distell,0.0,"Employee turnover (i.e., number of persons who departed relative to the total number of employees at year end)",,Distell,"Employee turnover (i.e., number of persons who departed relative to the total number of employees at year end) in Distell company in the year ",
732_X_Impala,0.0,Turnover rate (voluntary and involuntary) Average for SA Operations ,,Impala,Turnover rate (voluntary and involuntary) Average for SA Operations  in Impala company in the year ,
732_X_Tongaat,0.0,Employee turnover – South Africa,,Tongaat,Employee turnover – South Africa in Tongaat company in the year ,
733_X_Absa,0.0,Total waste (tonnes),,Absa,Total waste (tonnes) in Absa company in the year ,
733_X_Distell,0.0,Total volume of all waste generated (tonnes),,Distell,Total volume of all waste generated (tonnes) in Distell company in the year ,
733_X_Oceana1&2,0.0,WASTE GENERATED (INCLUDING HAZARDOUS WASTE),,Oceana1&2,WASTE GENERATED (INCLUDING HAZARDOUS WASTE) in Oceana1&2 company in the year ,
733_X_Sasol,0.0,Total waste (kilotons),,Sasol,Total waste (kilotons) in Sasol company in the year ,
734_X_Absa,0.0,Recycled waste (tonnes),,Absa,Recycled waste (tonnes) in Absa company in the year ,
734_X_Oceana1&2,0.0,Waste recycled,,Oceana1&2,Waste recycled in Oceana1&2 company in the year ,
734_X_Sasol,0.0,Recycled waste (kilotons),,Sasol,Recycled waste (kilotons) in Sasol company in the year ,
734_X_Tongaat,0.0,Total volume of waste recycled (or reused),,Tongaat,Total volume of waste recycled (or reused) in Tongaat company in the year ,
